,ISO3,Name,Year,Start Date,Event Name,Hazard Category,Hazard Type,New Displacements,latitude,longitude
0,IRL,Ireland,2011,01-01-11,,Weather related,Flood,77.0,52.865196,-7.9794599
1,IRL,Ireland,2015,04-12-15,Storm Desmond and Frank,Weather related,Storm,1623.0,52.865196,-7.9794599
2,IRL,Ireland,2017,22-11-17,"United Kingdom and Ireland: Flash flooding- North-west England, Wales and Ireland- 22.11.2017",Weather related,Flood,57.0,52.865196,-7.9794599
3,IRL,Ireland,2017,22-08-17,United Kingdom and Ireland: Flash floods (22/08/2017),Weather related,Flood,5.0,52.865196,-7.9794599
4,IRN,"Iran, Islamic Rep.",2009,01-01-09,,Geophysical,Earthquake,,33.7680065,66.2385139
5,IRN,"Iran, Islamic Rep.",2010,01-01-10,,Geophysical,Earthquake,,33.7680065,66.2385139
6,IRN,"Iran, Islamic Rep.",2010,01-01-10,,Geophysical,Earthquake,3500.0,33.7680065,66.2385139
7,IRN,"Iran, Islamic Rep.",2010,01-01-10,,Geophysical,Earthquake,,33.7680065,66.2385139
8,IRN,"Iran, Islamic Rep.",2010,01-01-10,,Geophysical,Earthquake,,33.7680065,66.2385139
9,IRN,"Iran, Islamic Rep.",2010,01-01-10,,Geophysical,Earthquake,,33.7680065,66.2385139
10,IRN,"Iran, Islamic Rep.",2010,01-01-10,,Geophysical,Earthquake,,33.7680065,66.2385139
11,IRN,"Iran, Islamic Rep.",2012,01-01-12,,Geophysical,Earthquake,50000.0,33.7680065,66.2385139
12,IRN,"Iran, Islamic Rep.",2013,28-11-13,Bushehr September Earthquake,Geophysical,Earthquake,1520.0,33.7680065,66.2385139
13,IRN,"Iran, Islamic Rep.",2013,09-04-13,Bushehr April Earthquake,Geophysical,Earthquake,1000.0,33.7680065,66.2385139
14,IRN,"Iran, Islamic Rep.",2013,01-08-13,,Weather related,Flood,2200.0,33.7680065,66.2385139
15,IRN,"Iran, Islamic Rep.",2014,18-08-14,Mormori earthquake,Geophysical,Earthquake,12000.0,33.7680065,66.2385139
16,IRN,"Iran, Islamic Rep.",2015,29-10-15,"Flash floods in  Ilam, Lorestan and Kerman",Weather related,Flood,1400.0,33.7680065,66.2385139
17,IRN,"Iran, Islamic Rep.",2015,19-07-15,Flash floods in northern Iran,Weather related,Flood,800.0,33.7680065,66.2385139
18,IRN,"Iran, Islamic Rep.",2015,10-03-15,Floods in the South and South-east,Weather related,Flood,3150.0,33.7680065,66.2385139
19,IRN,"Iran, Islamic Rep.",2016,13-04-16,Flash floods in Western and South-western provinces,Weather related,Flood,57.0,33.7680065,66.2385139
20,IRN,"Iran, Islamic Rep.",2016,25-07-16,Floods in seven provinces,Weather related,Flood,21.0,33.7680065,66.2385139
21,IRN,Iran,2017,06-01-17,Iran: Earthquake - Fars - 06/07/2017,Geophysical,Earthquake,905.0,32.9407495,52.9471344
22,IRN,Iran,2017,12-11-17,Iraq; Iran: Earthquake - 12/11/2017,Geophysical,Earthquake,170000.0,32.9407495,52.9471344
23,IRN,Iran,2017,20-12-17,Iran: Earthquake - Teheran - 20/12/2017,Geophysical,Earthquake,2000.0,32.9407495,52.9471344
24,IRN,Iran,2017,27-01-17,Iran: Flood - Sistan-and-Baluchestan - 27/01/2017,Weather related,Flood,8061.0,32.9407495,52.9471344
25,IRN,Iran,2017,12-12-17,Iran: Earthquake - Kerman - 12/12/2017,Geophysical,Earthquake,1000.0,32.9407495,52.9471344
26,IRN,Iran,2017,21-12-17,Iran: Earthquake - Kerman - 21/12/2017,Geophysical,Earthquake,20065.0,32.9407495,52.9471344
27,IRN,Iran,2017,10-08-17,Iran: Flood - 5 provinces - 10/08/2017,Weather related,Flood,129.0,32.9407495,52.9471344
28,IRN,Iran,2017,13-05-17,Iran: Earthquake - North Khorasan - 13/05/2017,Geophysical,Earthquake,8000.0,32.9407495,52.9471344
29,IRN,Iran,2017,15-04-17,Iran: Flood - 6 provinces - 15/04/2017,Weather related,Flood,288.0,32.9407495,52.9471344
30,IRN,Iran,2017,17-02-17,Iran: Flood - Fars - 18/02/2017,Weather related,Flood,2380.0,32.9407495,52.9471344
31,IRN,Iran,2017,01-12-17,Iran: Earthquake - Kerman - 01/12/2017,Geophysical,Earthquake,1015.0,32.9407495,52.9471344
32,IRN,Iran,2017,13-07-17,"Iran: Flood - Sistan, Balouchestan - 13/07/2017",Weather related,Flood,92.0,32.9407495,52.9471344
33,IRN,Iran,2017,05-04-17,Iran: Earthquake - Khorasan-Razavi -05/04/2017,Geophysical,Earthquake,364.0,32.9407495,52.9471344
34,IRN,Iran,2017,31-01-17,Iran: Storms - 29 provinces - 31/01/2017,Weather related,Storm,10300.0,32.9407495,52.9471344
35,IRQ,Iraq,2008,09-10-08,,Weather related,Flood,600.0,33.0955793,44.1749775
36,IRQ,Iraq,2009,01-01-09,,Weather related,Flood,,33.0955793,44.1749775
37,IRQ,Iraq,2011,01-01-11,,Weather related,Flood,2000.0,33.0955793,44.1749775
38,IRQ,Iraq,2013,29-01-13,"North-central, Tigris River Basin. Beiji sub-district, Salaheddine province flooding",Weather related,Flood,5000.0,33.0955793,44.1749775
39,IRQ,Iraq,2013,01-11-13,"AL-Basra. Missan, AL-Muthanna, Thi-Qar, Wassit flooding",Weather related,Flood,2873.0,33.0955793,44.1749775
40,IRQ,Iraq,2015,28-10-15,Central governorates flash floods,Weather related,Flood,22500.0,33.0955793,44.1749775
41,IRQ,Iraq,2017,12-11-17,Iraq; Iran: Earthquake - 12/11/2017,Geophysical,Earthquake,3933.0,33.0955793,44.1749775
42,ISL,Iceland,2017,26-09-17,Iceland: Floods-Eastern Region (26.09.2017),Weather related,Flood,50.0,64.9841821,-18.1059013
43,ISR,Israel,2010,01-01-10,,Weather related,Wildfire,,30.8760272,35.0015196
44,ISR,Israel,2010,01-01-10,,Weather related,Flood,,30.8760272,35.0015196
45,ISR,Israel,2013,28-04-13,,Weather related,Wildfire,200.0,30.8760272,35.0015196
46,ISR,Israel,2014,25-06-14,Jerusalem Forest wildfire,Weather related,Wildfire,700.0,30.8760272,35.0015196
47,ISR,Israel,2016,19-05-16,Wildfire in Jerusalem,Weather related,Wildfire,210.0,30.8760272,35.0015196
48,ISR,Israel,2016,22-11-16,"Wildfires affecting Haifa, Jerusalem and Northern districts",Weather related,Wildfire,75000.0,30.8760272,35.0015196
49,ITA,Italy,2009,01-01-09,,Weather related,Flood,5000.0,42.6384261,12.674297
50,ITA,Italy,2009,01-01-09,,Geophysical,Earthquake,70000.0,42.6384261,12.674297
51,ITA,Italy,2010,01-01-10,,Weather related,Storm,,42.6384261,12.674297
52,ITA,Italy,2010,01-01-10,,Weather related,Flood,,42.6384261,12.674297
53,ITA,Italy,2011,01-01-11,,Weather related,Flood,,42.6384261,12.674297
54,ITA,Italy,2011,01-01-11,,Weather related,Flood,,42.6384261,12.674297
55,ITA,Italy,2011,01-01-11,,Weather related,Wet mass movement,,42.6384261,12.674297
56,ITA,Italy,2011,01-01-11,,Weather related,Extreme temperature,,42.6384261,12.674297
57,ITA,Italy,2012,01-01-12,,Geophysical,Earthquake,11050.0,42.6384261,12.674297
58,ITA,Italy,2012,01-01-12,,Geophysical,Earthquake,5000.0,42.6384261,12.674297
59,ITA,Italy,2012,01-01-12,,Weather related,Flood,800.0,42.6384261,12.674297
60,ITA,Italy,2013,17-11-13,Sardinia flash floods caused by cyclone Cleopatra,Weather related,Storm,2737.0,42.6384261,12.674297
61,ITA,Italy,2013,21-06-13,Lucca and Massa Carrara earthquake,Geophysical,Earthquake,1000.0,42.6384261,12.674297
62,ITA,Italy,2014,13-10-14,Northern and Central Italy floods,Weather related,Flood,1600.0,42.6384261,12.674297
63,ITA,Italy,2015,10-10-15,Salerno flood,Weather related,Flood,690.0,42.6384261,12.674297
64,ITA,Italy,2015,10-08-15,Calabria floods,Weather related,Flood,500.0,42.6384261,12.674297
65,ITA,Italy,2015,14-10-15,L'Aquila flood,Weather related,Flood,50.0,42.6384261,12.674297
66,ITA,Italy,2015,30-09-15,Olbia flood,Weather related,Flood,81.0,42.6384261,12.674297
67,ITA,Italy,2016,16-06-16,Sicily wildfires,Weather related,Wildfire,200.0,42.6384261,12.674297
68,ITA,Italy,2016,21-11-16,Floods in Northern Italy,Weather related,Flood,750.0,42.6384261,12.674297
69,ITA,Italy,2016,24-08-16,Central Italy earthquake,Geophysical,Earthquake,4800.0,42.6384261,12.674297
70,ITA,Italy,2016,24-08-16,Central Italy earthquake,Geophysical,Earthquake,25200.0,42.6384261,12.674297
71,ITA,Italy,2017,12-12-17,Italy: flood - Reggio Emilia province - 12/12/2017,Weather related,Flood,1000.0,42.6384261,12.674297
72,ITA,Italy,2017,10-09-17,Italy: Flood - Tuscany??0/09/2017,Weather related,Flood,49.0,42.6384261,12.674297
73,ITA,Italy,2017,01-08-17,Italy: Flood - Valle d'Aosta??2/08/2017,Weather related,Flood,4.0,42.6384261,12.674297
74,ITA,Italy,2017,30-10-17,Italy: Wildfire ? Mompantero; Venaus; Susa - 30/10/2017,Weather related,Wildfire,1000.0,42.6384261,12.674297
75,JAM,Jamaica,2008,28-08-08,,Weather related,Storm,1520.0,18.1850507,-77.3947693
76,JAM,Jamaica,2010,01-01-10,Tropical storm Nicole,Weather related,Storm,,18.1850507,-77.3947693
77,JAM,Jamaica,2012,01-01-12,,Weather related,Storm,2000.0,18.1850507,-77.3947693
78,JAM,Jamaica,2016,28-09-16,Hurricane Matthew,Weather related,Storm,3500.0,18.1850507,-77.3947693
79,JAM,Jamaica,2016,26-10-16,Portland Parish Rain,Weather related,Flood,24.0,18.1850507,-77.3947693
80,JAM,Jamaica,2017,15-05-17,Jamaica: Floods - Clarendon and St. Catherine - 16/05/2017,Weather related,Flood,29.0,18.1850507,-77.3947693
81,JOR,Jordan,2013,01-01-13,Za'atari Refugee Camp flooding,Weather related,Flood,424.0,31.1667049,36.941628
82,JOR,Jordan,2017,27-01-17,Jordan: Storms - All country - 27/01/2017,Weather related,Storm,155.0,31.1667049,36.941628
83,JPN,Japan,2008,28-07-08,,Weather related,Flood,800.0,36.5748441,139.2394179
84,JPN,Japan,2009,01-01-09,,Weather related,Wet mass movement,,36.5748441,139.2394179
85,JPN,Japan,2009,01-01-09,,Geophysical,Earthquake,,36.5748441,139.2394179
86,JPN,Japan,2009,01-01-09,TYphoon 'Melor',Weather related,Storm,,36.5748441,139.2394179
87,JPN,Japan,2009,01-01-09,Typhoon 'Etau',Weather related,Flood,,36.5748441,139.2394179
88,JPN,Japan,2010,01-01-10,,Weather related,Extreme temperature,,36.5748441,139.2394179
89,JPN,Japan,2010,01-01-10,,Weather related,Flood,85000.0,36.5748441,139.2394179
90,JPN,Japan,2011,01-01-11,,Geophysical,Earthquake,492000.0,36.5748441,139.2394179
91,JPN,Japan,2011,01-01-11,Typhoon Ma-on,Weather related,Storm,,36.5748441,139.2394179
92,JPN,Japan,2011,01-01-11,TYphoon Talas,Weather related,Storm,,36.5748441,139.2394179
93,JPN,Japan,2011,01-01-11,,Geophysical,Earthquake,,36.5748441,139.2394179
94,JPN,Japan,2011,01-01-11,Typhoon Roke,Weather related,Storm,,36.5748441,139.2394179
95,JPN,Japan,2011,01-01-11,,Weather related,Extreme temperature,,36.5748441,139.2394179
96,JPN,Japan,2011,01-01-11,,Weather related,Wet mass movement,400000.0,36.5748441,139.2394179
97,JPN,Japan,2012,01-01-12,,Weather related,Flood,58000.0,36.5748441,139.2394179
98,JPN,Japan,2012,01-01-12,,Weather related,Flood,250000.0,36.5748441,139.2394179
99,JPN,Japan,2012,01-03-12,,Geophysical,Dry mass movement,80.0,36.5748441,139.2394179
100,JPN,Japan,2013,25-10-13,Honshu Earthquake,Geophysical,Earthquake,,36.5748441,139.2394179
101,JPN,Japan,2013,16-10-13,Typhoon Wipha,Weather related,Storm,118309.0,36.5748441,139.2394179
102,JPN,Japan,2013,13-09-13,Typoon Man-yi,Weather related,Storm,520000.0,36.5748441,139.2394179
103,JPN,Japan,2013,13-04-13,Western Japan earthquake,Geophysical,Earthquake,69.0,36.5748441,139.2394179
104,JPN,Japan,2013,09-08-13,Senboku Flood & Landslides,Weather related,Flood,33.0,36.5748441,139.2394179
105,JPN,Japan,2013,28-07-13,Shimane and Yamaguchi Flood & Landslides,Weather related,Flood,456.0,36.5748441,139.2394179
106,JPN,Japan,2013,02-09-13,Saitama and Chiba tornado,Weather related,Storm,120.0,36.5748441,139.2394179
107,JPN,Japan,2014,07-07-14,Typhoon Neoguri,Weather related,Storm,87327.0,36.5748441,139.2394179
108,JPN,Japan,2014,08-08-14,Typhoon Halong,Weather related,Storm,570000.0,36.5748441,139.2394179
109,JPN,Japan,2014,22-11-14,Nagano earthquake,Geophysical,Earthquake,129.0,36.5748441,139.2394179
110,JPN,Japan,2014,12-10-14,Typhoon Vongfong (locally: Typhoon no.19),Weather related,Storm,14.0,36.5748441,139.2394179
111,JPN,Japan,2014,05-10-14,Typhoon Phanfone,Weather related,Storm,50000.0,36.5748441,139.2394179
112,JPN,Japan,2015,29-09-15,Typhoon Dujuan (aka Typhoon 21),Weather related,Storm,24.0,36.5748441,139.2394179
113,JPN,Japan,2015,09-07-15,Typhoon Chan-Hom,Weather related,Storm,180.0,36.5748441,139.2394179
114,JPN,Japan,2015,11-06-15,Kyushu landslides,Weather related,Wet mass movement,4713.0,36.5748441,139.2394179
115,JPN,Japan,2015,15-08-15,Mt Sakurajima eruption,Geophysical,Volcanic activity,77.0,36.5748441,139.2394179
116,JPN,Japan,2015,18-06-15,Mt Shindake eruption (Jun),Geophysical,Volcanic activity,118.0,36.5748441,139.2394179
117,JPN,Japan,2015,29-05-15,Mt Shindake eruption (May),Geophysical,Volcanic activity,137.0,36.5748441,139.2394179
118,JPN,Japan,2015,17-07-15,Typhoon Nangka (aka Typhoon 11),Weather related,Storm,43384.0,36.5748441,139.2394179
119,JPN,Japan,2015,01-01-15,"Winter monsoon in Hokkaido, Aomori and Niigata",Weather related,Extreme temperature,22.0,36.5748441,139.2394179
120,JPN,Japan,2015,23-08-15,Typhoon Goni (aka Typhoon 15),Weather related,Storm,245459.0,36.5748441,139.2394179
121,JPN,Japan,2015,09-09-15,Typhoon Etau (aka Typhoon 18),Weather related,Storm,192000.0,36.5748441,139.2394179
122,JPN,Japan,2016,18-08-16,Tropical Cyclone Kompasu / Typhoon 11,Weather related,Storm,6282.0,36.5748441,139.2394179
123,JPN,Japan,2016,31-08-16,Typhoon Namtheun,Weather related,Storm,14650.0,36.5748441,139.2394179
124,JPN,Japan,2016,08-09-16,Typhoon 13,Weather related,Storm,144.0,36.5748441,139.2394179
125,JPN,Japan,2016,16-08-16,Typhoon Lionrock,Weather related,Storm,31101.0,36.5748441,139.2394179
126,JPN,Japan,2016,11-09-16,Typhoon Malakas,Weather related,Storm,43834.0,36.5748441,139.2394179
127,JPN,Japan,2016,17-08-16,Typhoon Mindulle,Weather related,Storm,480000.0,36.5748441,139.2394179
128,JPN,Japan,2016,17-01-16,East and Northeast Japan Cold Wave,Weather related,Extreme temperature,4.0,36.5748441,139.2394179
129,JPN,Japan,2016,08-10-16,Mt. Aso eruption,Geophysical,Volcanic eruption,9.0,36.5748441,139.2394179
130,JPN,Japan,2016,21-11-16,Fukushima Earthquake,Geophysical,Earthquake,3000.0,36.5748441,139.2394179
131,JPN,Japan,2016,20-06-16,Kyushu floods,Weather related,Flood,88230.0,36.5748441,139.2394179
132,JPN,Japan,2016,14-04-16,Kumamoto earthquakes,Geophysical,Earthquake,196325.0,36.5748441,139.2394179
133,JPN,Japan,2016,28-12-16,Ibaraki Earthquake,Geophysical,Earthquake,4.0,36.5748441,139.2394179
134,JPN,Japan,2017,01-07-17,Japan: Tropical Cyclone Nanmadol (1-8 July),Weather related,Storm,2436.0,36.5748441,139.2394179
135,JPN,Japan,2017,15-10-17,Japan; Philippines: Typhoon Lan (Paolo) - 15/10/2017,Weather related,Storm,11019.0,36.5748441,139.2394179
136,JPN,Japan,2017,07-09-17,"Japan, Taiwan, China: Typhoon Talim / Lannie - 7/9/2017",Weather related,Storm,366.0,36.5748441,139.2394179
137,JPN,Japan,2017,30-10-17,Japan: Typhoon 22 - 30/10/2017,Weather related,Storm,180.0,36.5748441,139.2394179
138,JPN,Japan,2017,21-07-17,Japan: Typhoon Noru - July 2017,Weather related,Storm,6180.0,36.5748441,139.2394179
139,JPN,Japan,2017,14-07-17,Northern Japan heavy rains and floods (22 July),Weather related,Flood,615.0,36.5748441,139.2394179
140,KAZ,Kazakhstan,2010,01-01-10,,Weather related,Flood,,47.2286086,65.2093197
141,KAZ,Kazakhstan,2010,01-01-10,,Weather related,Flood,5000.0,47.2286086,65.2093197
142,KAZ,Kazakhstan,2011,01-01-11,,Weather related,Flood,9000.0,47.2286086,65.2093197
143,KAZ,Kazakhstan,2012,01-01-12,,Weather related,Flood,4613.0,47.2286086,65.2093197
144,KAZ,Kazakhstan,2012,01-01-12,,Weather related,Extreme temperature,500.0,47.2286086,65.2093197
145,KAZ,Kazakhstan,2013,08-10-13,August Flooding Kazakhstan,Weather related,Flood,328.0,47.2286086,65.2093197
146,KAZ,Kazakhstan,2015,08-04-15,Karaganda floods,Weather related,Flood,18000.0,47.2286086,65.2093197
147,KAZ,Kazakhstan,2015,23-07-15,Kargalinka river flood caused by GLOF,Weather related,Flood,1036.0,47.2286086,65.2093197
148,KAZ,Kazakhstan,2016,31-03-16,North Kazakhstan floods,Weather related,Flood,1029.0,47.2286086,65.2093197
149,KAZ,Kazakhstan,2017,16-04-17,"Zhabay, Jembarak  and   Ilek River  flood  - April  2017",Weather related,Flood,7115.0,47.2286086,65.2093197
150,KEN,Kenya,2008,11-10-08,,Weather related,Flood,10000.0,1.4419683,38.4313975
151,KEN,Kenya,2008,17-03-08,,Weather related,Flood,100.0,1.4419683,38.4313975
152,KEN,Kenya,2009,01-01-09,,Weather related,Flood,33686.0,1.4419683,38.4313975
153,KEN,Kenya,2009,01-01-09,,Weather related,Flood,58000.0,1.4419683,38.4313975
154,KEN,Kenya,2010,01-01-10,,Weather related,Wet mass movement,,1.4419683,38.4313975
155,KEN,Kenya,2010,01-01-10,,Weather related,Flood,44270.0,1.4419683,38.4313975
156,KEN,Kenya,2010,01-01-10,,Weather related,Flood,9516.0,1.4419683,38.4313975
157,KEN,Kenya,2011,01-01-11,,Weather related,Flood,4000.0,1.4419683,38.4313975
158,KEN,Kenya,2011,01-01-11,,Weather related,Flood,15045.0,1.4419683,38.4313975
159,KEN,Kenya,2012,01-01-12,,Weather related,Flood,96714.0,1.4419683,38.4313975
160,KEN,Kenya,2012,01-01-12,,Weather related,Flood,912.0,1.4419683,38.4313975
161,KEN,Kenya,2013,02-01-13,Kenya January Heavy Rain Causing Flooding,Weather related,Flood,4590.0,1.4419683,38.4313975
162,KEN,Kenya,2013,01-08-13,Kenya August Flood,Weather related,Flood,6000.0,1.4419683,38.4313975
163,KEN,Kenya,2013,15-03-13,Kenya Rainy Season Floods,Weather related,Flood,169692.0,1.4419683,38.4313975
164,KEN,Kenya,2014,04-12-14,Jomvu mudslide,Weather related,Wet mass movement,300.0,1.4419683,38.4313975
165,KEN,Kenya,2014,14-11-14,Bura floods,Weather related,Flood,1068.0,1.4419683,38.4313975
166,KEN,Kenya,2015,20-12-15,Southern floods (Dec),Weather related,Flood,1170.0,1.4419683,38.4313975
167,KEN,Kenya,2015,01-10-15,Short rainy season floods affected by El Nino,Weather related,Flood,103524.0,1.4419683,38.4313975
168,KEN,Kenya,2015,30-05-15,South-east Kenya floods,Weather related,Flood,390.0,1.4419683,38.4313975
169,KEN,Kenya,2016,29-04-16,Country-wide spring season floods,Weather related,Flood,40318.0,1.4419683,38.4313975
170,KEN,Kenya,2017,01-05-17,Kenya: Flood - All counties - 01/05/2017,Weather related,Flood,24803.0,1.4419683,38.4313975
171,KEN,Kenya,2017,11-11-17,Kenya: Flood - Kiambu - 11/11/2017,Weather related,Flood,10000.0,1.4419683,38.4313975
172,KEN,Kenya,2017,21-10-17,Kenya: Flood - Isiolo - 21/10/2017,Weather related,Flood,293.0,1.4419683,38.4313975
173,KEN,Kenya,2017,30-05-17,Kenya: Flash flood - Marsabit - 30/05/2017,Weather related,Flood,8.0,1.4419683,38.4313975
174,KEN,Kenya,2017,01-11-17,Kenya: Flood - Meru North - 01/11/2017,Weather related,Flood,8.0,1.4419683,38.4313975
175,KEN,Kenya,2017,01-11-17,Kenya: Flood - Marsabit - 01/11/2017,Weather related,Flood,312.0,1.4419683,38.4313975
176,KGZ,Kyrgyz Republic,2008,10-05-08,,Geophysical,Earthquake,1055.0,41.5089324,74.724091
177,KGZ,Kyrgyz Republic,2010,01-01-10,,Weather related,Wet mass movement,,41.5089324,74.724091
178,KGZ,Kyrgyz Republic,2011,01-01-11,,Geophysical,Earthquake,,41.5089324,74.724091
179,KGZ,Kyrgyz Republic,2015,12-02-15,Talas oblast flash floods,Weather related,Flood,21.0,41.5089324,74.724091
180,KGZ,Kyrgyz Republic,2015,08-06-15,Batken oblast floods,Weather related,Flood,105.0,41.5089324,74.724091
181,KGZ,Kyrgyz Republic,2015,17-11-15,Osh province earthquake,Geophysical,Earthquake,5780.0,41.5089324,74.724091
182,KGZ,Kyrgyz Republic,2016,27-04-16,Jalal-Abad Landslide,Geophysical,Dry mass movement,39.0,41.5089324,74.724091
183,KGZ,Kyrgyzstan,2017,17-05-17,Osh Landslide,Weather related,Wet mass movement,224.0,41.5089324,74.724091
184,KGZ,Kyrgyzstan,2017,03-05-17,Impact of Tajikistan's earthquake in southwestern Kyrgyzstan,Geophysical,Earthquake,3096.0,41.5089324,74.724091
185,KHM,Cambodia,2009,01-01-09,Tropical storm 'Ondoy' (Ketsana),Weather related,Storm,66000.0,13.5066394,104.869423
186,KHM,Cambodia,2010,01-01-10,,Weather related,Flood,31505.0,13.5066394,104.869423
187,KHM,Cambodia,2011,01-01-11,,Weather related,Flood,214000.0,13.5066394,104.869423
188,KHM,Cambodia,2013,13-03-13,Tropical storm,Weather related,Storm,452.0,13.5066394,104.869423
189,KHM,Cambodia,2013,03-09-13,Monsoon Floods,Weather related,Flood,144044.0,13.5066394,104.869423
190,KHM,Cambodia,2014,02-08-14,"Landslides in Phnom Penh, Kandal, Kampong Cham, Kratie, Kampong Thom",Geophysical,Dry mass movement,82.0,13.5066394,104.869423
191,KHM,Cambodia,2014,01-08-14,Mekong river overflown,Weather related,Flood,82494.0,13.5066394,104.869423
192,KHM,Cambodia,2014,01-03-14,"Landslides in Kandal, Phnom Penh, Kampong Cham,Tbong Kmom, Kratie, Kampong Thom",Geophysical,Dry mass movement,1541.0,13.5066394,104.869423
193,KHM,Cambodia,2014,01-04-14,Storm in the Eastern provinces,Weather related,Storm,308.0,13.5066394,104.869423
194,KHM,Cambodia,2014,01-08-14,Storm across Cambodia,Weather related,Storm,27324.0,13.5066394,104.869423
195,KHM,Cambodia,2014,01-01-14,Wildfires in all Cambodian provinces except Kep,Weather related,Wildfire,2631.0,13.5066394,104.869423
196,KHM,Cambodia,2014,15-06-14,Cambodian seasonal floods,Weather related,Flood,36693.0,13.5066394,104.869423
197,KHM,Cambodia,2015,02-09-15,Ou Reang Ov district storm,Weather related,Storm,51.0,13.5066394,104.869423
198,KHM,Cambodia,2015,16-09-15,Northwest-coastal region storm,Weather related,Storm,5143.0,13.5066394,104.869423
199,KHM,Cambodia,2015,01-12-15,Chantrea district storm,Weather related,Storm,14.0,13.5066394,104.869423
200,KHM,Cambodia,2015,20-08-15,Moung Ruessei district storm,Weather related,Storm,14.0,13.5066394,104.869423
201,KHM,Cambodia,2015,08-09-15,Svay Chrum district storm,Weather related,Storm,9.0,13.5066394,104.869423
202,KHM,Cambodia,2015,15-09-15,Kampot province flood (caused by tropical storm Vamco),Weather related,Flood,3614.0,13.5066394,104.869423
203,KHM,Cambodia,2015,01-11-15,Borei Cholsar storm,Weather related,Storm,5.0,13.5066394,104.869423
204,KHM,Cambodia,2015,09-08-15,Krong Bavet district storm,Weather related,Storm,9.0,13.5066394,104.869423
205,KHM,Cambodia,2016,20-06-16,Kratie province floods,Weather related,Flood,147.0,13.5066394,104.869423
206,KHM,Cambodia,2016,06-06-16,Mondolkiri floods,Weather related,Flood,106.0,13.5066394,104.869423
207,KHM,Cambodia,2016,18-04-16,Mondolkiri and Battambang provinces storms,Weather related,Storm,603.0,13.5066394,104.869423
208,KHM,Cambodia,2016,09-10-16,Kampong Speu and Southern Phnom Penh floods,Weather related,Flood,2625.0,13.5066394,104.869423
209,KHM,Cambodia,2016,18-09-16,"Pailin, Ratanak Kiri, and Prey Veng provinces floods",Weather related,Flood,193.0,13.5066394,104.869423
210,KHM,Cambodia,2016,04-05-16,Southeastern Thunderstorms,Weather related,Storm,4600.0,13.5066394,104.869423
211,KHM,Cambodia,2017,29-06-17,Cambodia - Storm - Svay Rieng - 29/06/2017,Weather related,Storm,28.0,13.5066394,104.869423
212,KHM,Cambodia,2017,24-05-17,Cambodia: Floods - Pailin - 24/05/2017,Weather related,Flood,253.0,13.5066394,104.869423
213,KHM,Cambodia,2017,29-09-17,Cambodia: Storm - Svay Rieng - 29/09/2017,Weather related,Storm,23.0,13.5066394,104.869423
214,KHM,Cambodia,2017,11-08-17,Cambodia: Storm - Kandal - 11/08/2017,Weather related,Storm,5.0,13.5066394,104.869423
215,KHM,Cambodia,2017,30-11-17,Cambodia: Storm - Kandal - 30/11/2017,Weather related,Storm,97.0,13.5066394,104.869423
216,KHM,Cambodia,2017,12-08-17,Cambodia: Storm - Kratie - 12/08/2017,Weather related,Storm,5.0,13.5066394,104.869423
217,KHM,Cambodia,2017,17-08-17,Cambodia: Storm - Kampong Cham - 17/08/2017,Weather related,Storm,5.0,13.5066394,104.869423
218,KHM,Cambodia,2017,23-08-17,Cambodia: Storm - Oddar Meanchey - 23/08/2017,Weather related,Storm,9.0,13.5066394,104.869423
219,KHM,Cambodia,2017,25-08-17,Cambodia: Storm - Battambang; Prey Khpos - 25/08/2017,Weather related,Storm,18.0,13.5066394,104.869423
220,KHM,Cambodia,2017,01-10-17,Cambodia: Storm - Banteay Meanchey - 01/10/2017,Weather related,Storm,5.0,13.5066394,104.869423
221,KHM,Cambodia,2017,10-09-17,Cambodia: Storm - Takeo - 10/09/2017,Weather related,Storm,23.0,13.5066394,104.869423
222,KHM,Cambodia,2017,30-11-17,Cambodia: Storm - Preah Sihanouk  - 30/11/2017,Weather related,Storm,5.0,13.5066394,104.869423
223,KHM,Cambodia,2017,12-09-17,Cambodia: Storm - Banteay Meanchey - 12/09/2017,Weather related,Storm,166.0,13.5066394,104.869423
224,KHM,Cambodia,2017,10-08-17,Cambodia: Storm - Siem Reap; Battambang - 10/08/2017,Weather related,Storm,41.0,13.5066394,104.869423
225,KHM,Cambodia,2017,31-08-17,Cambodia: Flood - 5 provinces - 31/08/2017,Weather related,Flood,6919.0,13.5066394,104.869423
226,KHM,Cambodia,2017,10-08-17,Cambodia: Flood - 6 provinces - 10/08/2017,Weather related,Flood,715.0,13.5066394,104.869423
227,KHM,Cambodia,2017,27-03-17,Cambodia: Wet mass movement -  Kandal - 25/03/2017,Weather related,Wet mass movement,9.0,13.5066394,104.869423
228,KHM,Cambodia,2017,01-07-17,Cambodia: Storm - Kampong Chhnang; Prey Veng - 01/07/2017,Weather related,Storm,37.0,13.5066394,104.869423
229,KHM,Cambodia,2017,21-03-17,Cambodia: Storm - Prey Veng - 21/03/2017,Weather related,Storm,5.0,13.5066394,104.869423
230,KHM,Cambodia,2017,03-08-17,Cambodia: Storm - Banteay Meanchey; Mongkol Borei - 03/08/2017,Weather related,Storm,14.0,13.5066394,104.869423
231,KHM,Cambodia,2017,16-04-17,Cambodia: Wet mass movement - Kandal - 16/04/2017,Weather related,Wet mass movement,2.0,13.5066394,104.869423
