ISO3,Name,Year,Start Date,Event Name,Hazard Category,Hazard Type,New Displacements
PHL,Philippines,2011,01-01-11,,Weather related,Flood,
PHL,Philippines,2011,01-01-11,Typhoon Quiel (Nalgae),Weather related,Storm,143703
PHL,Philippines,2011,01-01-11,,Weather related,Flood,
PHL,Philippines,2011,01-01-11,,Weather related,Flood,
PHL,Philippines,2012,01-01-12,,Weather related,Flood,
PHL,Philippines,2012,01-01-12,,Geophysical,Earthquake,187320
PHL,Philippines,2012,01-01-12,,Weather related,Storm,54805
PHL,Philippines,2012,01-01-12,,Weather related,Storm,1931970
PHL,Philippines,2012,01-01-12,,Weather related,Flood,1553080
PHL,Philippines,2012,01-01-12,,Weather related,Storm,59993
PHL,Philippines,2012,01-01-12,,Geophysical,Earthquake,
PHL,Philippines,2012,01-01-12,,Weather related,Storm,71428
PHL,Philippines,2013,06-01-13,Tropical storm Auring causing flash floods,Weather related,Storm,9918
PHL,Philippines,2013,16-06-13,Southwest monsoon and low pressure area (LPA),Weather related,Storm,835
PHL,Philippines,2013,08-01-13,Tropical depression Bising causing flash floods and landlsides,Weather related,Storm,7880
PHL,Philippines,2013,15-10-13,Bohol Earthquake,Geophysical,Earthquake,348507
PHL,Philippines,2013,01-06-13,Carmen earthquake,Geophysical,Earthquake,2578
PHL,Philippines,2013,03-05-13,Paniqui tornado,Weather related,Storm,1075
PHL,Philippines,2013,31-01-13,Zamboanga del Norte flood,Weather related,Flood,9465
PHL,Philippines,2013,08-10-13,Typhoon Nari (Local Name. Santi),Weather related,Storm,405965
PHL,Philippines,2013,18-02-13,Tropical depression Shanshan (Local Name: Crising),Weather related,Storm,223134
PHL,Philippines,2013,18-08-13,Typhoon Trami (Local Name: Maring),Weather related,Storm,1538878
PHL,Philippines,2013,29-05-13,Zamboanga del Sur tornado,Weather related,Storm,40
PHL,Philippines,2013,08-11-13,Typhoon Haiyan (Local Name: Yolanda),Weather related,Storm,4095280
PHL,Philippines,2013,27-04-13,Passi city tornado,Weather related,Storm,45
PHL,Philippines,2013,09-08-13,Typhoon Utor (Local Name: Labuyo),Weather related,Storm,129169
PHL,Philippines,2013,05-11-13,Palawan flood,Weather related,Flood,27
PHL,Philippines,2013,27-06-13,Tropical storm Rumbia (l.n. Gorio),Weather related,Storm,220
PHL,Philippines,2013,11-12-13,Casigura landslide,Weather related,Wet mass movement,53
PHL,Philippines,2013,16-09-13,Typhoon Usagi (l.n. Odette),Weather related,Storm,56172
PHL,Philippines,2013,04-11-13,Iloilo Tornado,Weather related,Storm,148
PHL,Philippines,2013,23-02-13,Davao del Sur Landslide,Weather related,Wet mass movement,103
PHL,Philippines,2013,18-08-13,Tropical storm Wutip (l.n. Paolo) enhancing Southwest monsoon,Weather related,Storm,64966
PHL,Philippines,2013,17-02-13,New Corella landslide,Weather related,Wet mass movement,702
PHL,Philippines,2013,04-10-13,Intertropical Convergence Zone Effects,Weather related,Storm,123548
PHL,Philippines,2013,24-05-13,Intertropical Convergence Zone (ITCZ),Weather related,Flood,3487
PHL,Philippines,2014,30-01-14,Tropical storm Kajiki (local name: Basyang),Weather related,Storm,18131
PHL,Philippines,2014,07-10-14,Intertropical Convergence Zone (ITCZ),Weather related,Storm,46000
PHL,Philippines,2014,19-09-14,Mayon volcano,Geophysical,Volcanic eruption,50000
PHL,Philippines,2014,15-07-14,Typhoon Rammasun (local name: Glenda),Weather related,Storm,2994054
PHL,Philippines,2014,17-01-14,Tropical storm Lingling (local name: Agaton),Weather related,Storm,400000
PHL,Philippines,2014,19-09-14,Tropical storm Fung-Wong (local name: Mario),Weather related,Storm,206368
PHL,Philippines,2014,29-12-14,Tropical storm Jangmi (local name: Seniang),Weather related,Storm,155671
PHL,Philippines,2014,26-11-14,Floods caused by tropical storm Sinlaku (local name: Queenie),Weather related,Flood,7276
PHL,Philippines,2014,12-09-14,Typhoon Kalmaegi (local name: Luis),Weather related,Storm,77431
PHL,Philippines,2014,19-03-14,Flood following Caloy depression,Weather related,Flood,1650
PHL,Philippines,2014,06-12-14,Typhoon Hagupit (local name: Ruby),Weather related,Storm,1823176
PHL,Philippines,2014,30-08-14,"Mindanao, North Cotabato and Maguindanao province flood",Weather related,Flood,729
PHL,Philippines,2014,05-08-14,Southwest monsoon Habagat enhanced by Typhoon Halong (local name: Jos©,Weather related,Storm,6495
PHL,Philippines,2015,15-01-15,Tropical Cyclone Mekkhala (local name: Amang),Weather related,Storm,114591
PHL,Philippines,2015,16-12-15,Tropical depression Onyok,Weather related,Storm,18481
PHL,Philippines,2015,23-06-15,Mindanao floods (Jun-Jul),Weather related,Flood,3800
PHL,Philippines,2015,20-12-15,Northeast Monsoon,Weather related,Storm,4792
PHL,Philippines,2015,18-08-15,Typhoon Goni (local name: Ineng),Weather related,Storm,318359
PHL,Philippines,2015,30-07-15,Effects of Inter-Tropical Convergence Zone,Weather related,Storm,915
PHL,Philippines,2015,14-10-15,Typhoon Koppu (local name: Lando),Weather related,Storm,937725
PHL,Philippines,2015,10-05-15,Typhoon  Noul (local name: Dodong),Weather related,Storm,3803
PHL,Philippines,2015,14-12-15,Typhoon Melor (local name: Nona),Weather related,Storm,742991
PHL,Philippines,2015,01-10-15,Typhoon Mujigae (local name: Kabayan),Weather related,Storm,21561
PHL,Philippines,2015,06-05-15,Mt Bulusan eruption,Geophysical,Volcanic activity,567
PHL,Philippines,2015,07-07-15,Southwest Monsoon,Weather related,Storm,5476
PHL,Philippines,2015,04-07-15,Storm Linfa (local name: Egay),Weather related,Storm,45336
PHL,Philippines,2015,04-04-15,Typhoon Chedeng (local name: Maysak),Weather related,Storm,2761
PHL,Philippines,2016,27-06-16,Flash Flood - Matalam,Weather related,Flood,2130
PHL,Philippines,2016,23-11-16,Tropical Cyclone Tokage (local name: Marce),Weather related,Storm,76554
PHL,Philippines,2016,08-12-16,Flash Flood - Zamboanga del Norte,Weather related,Flood,12639
PHL,Philippines,2016,02-07-16,Typhoon Nepartak,Weather related,Storm,22246
PHL,Philippines,2016,14-10-16,Typhoon Haima,Weather related,Storm,2376723
PHL,Philippines,2016,13-10-16,Typhoon Sarika,Weather related,Storm,207832
PHL,Philippines,2016,28-07-16,Sinkhole - Polomolok,Weather related,Wet mass movement,616
PHL,Philippines,2016,06-11-16,Sultan Kudarat Flash Flood,Weather related,Flood,630
PHL,Philippines,2016,02-04-16,Forest and Grass Fire,Weather related,Wildfire,94
PHL,Philippines,2016,16-12-16,"Eastern, Northern, and Western Samar Flash Flood",Weather related,Flood,79962
PHL,Philippines,2016,23-12-16,Typhoon Nock-Ten (locally known as: Nina),Weather related,Storm,2592251
PHL,Philippines,2016,25-04-16,Strong Wind,Weather related,Storm,300
PHL,Philippines,2016,30-12-16,Region II Monsoon Rains,Geophysical,Dry mass movement,70
PHL,Philippines,2016,29-07-16,Typhoon Nida,Weather related,Storm,8427
PHL,Philippines,2016,25-09-16,Marikina Landslide,Geophysical,Dry mass movement,50
PHL,Philippines,2016,22-09-16,Typhoon Megi,Weather related,Storm,2555
PHL,Philippines,2016,08-08-16,Southwest monsoon/ habagat season floods,Weather related,Flood,527994
PHL,Philippines,2016,09-09-16,Typhoon Meranti,Weather related,Storm,16684
PHL,Philippines,2016,13-12-16,Flash Flood - M'lang,Weather related,Flood,88
PHL,Philippines,2016,16-12-16,Cold Front - Eastern Visayas,Weather related,Extreme temperature,66
PHL,Philippines,2016,11-10-16,Flash Flood - Barangay Sumbakil,Weather related,Flood,13
PHL,Philippines,2016,05-11-16,Flash Flood - Kalamansig,Weather related,Flood,343
PHL,Philippines,2016,06-08-16,Flooding - Sultan Mastura,Weather related,Flood,1450
PHL,Philippines,2016,24-06-16,Flooding - Valencia City,Weather related,Flood,136
PHL,Philippines,2017,15-10-17,Philippines: Floods - Region IX - 15/10/2017,Weather related,Flood,34705
PHL,Philippines,2017,22-12-17,"Philippines, Vietnam: Typhoon Vinta / Tembin - December 2017",Weather related,Storm,434504
PHL,Philippines,2017,07-01-17,"Philippines: Tropical depression Auring - Caraga, Region VII - 07/01/2017",Weather related,Storm,43071
PHL,Philippines,2017,27-07-17,Philippines - Flash Flood - Zamboanga Sibugay Province - 27/7/2017,Weather related,Flood,15471
PHL,Philippines,2017,22-09-17,"Philippines: Floods - Negros Occidental, Western Visayas - 22/9/2017",Weather related,Flood,8000
PHL,Philippines,2017,02-10-17,Philippines: Flashflood - South Cotabato - 2/10/2017,Weather related,Flood,27
PHL,Philippines,2017,18-10-17,Philippines: Continuous Rain - CARAGA - 18/10/2017,Weather related,Storm,79
PHL,Philippines,2017,06-07-17,Leyte landslide (6 July),Geophysical,Dry mass movement,900
PHL,Philippines,2017,11-09-17,Philippines: Flood - Davao City - 11/9/2017,Weather related,Flood,90
PHL,Philippines,2017,11-10-17,Hong-Kong/Taiwan/China; Philippines - Typhoon Khanun (Odette) - 11/10/2017,Weather related,Storm,6392
PHL,Philippines,2017,08-04-17,Mabini and Batangas Earthquake,Geophysical,Earthquake,29889
PHL,Philippines,2017,24-08-17,Typhoon Pakhar - 24/8/2017,Weather related,Storm,8201
PHL,Philippines,2017,26-04-17,"Rosales, Pangasinan Tornado",Weather related,Storm,135
PHL,Philippines,2017,17-05-17,Polomolok Flash floods,Weather related,Flood,150
PHL,Philippines,2017,06-07-17,Leyte earthquake (6 July),Geophysical,Earthquake,15865
PHL,Philippines,2017,29-05-17,Palawan Landslide,Geophysical,Dry mass movement,221
PHL,Philippines,2017,12-04-17,Lanao del Sur Earthquake - 12/4/2017,Geophysical,Earthquake,231
PHL,Philippines,2017,03-01-17,Victoria and Oriental Mindoro Floods,Weather related,Flood,393
PHL,Philippines,2017,15-07-17,Philippines: Flood - Cotabato City - 15/7/2017,Weather related,Flood,2550
PHL,Philippines,2017,13-05-17,Philippines: Flash Floods - Glan/Sarangani - 13/5/2017,Weather related,Flood,135
PHL,Philippines,2017,05-05-17,Philippines: Floods - Maguindanao - 5/5/2017,Weather related,Flood,320925
PHL,Philippines,2017,27-10-17,Philippines: Landslide - Boljoon - 27/10/2017,Geophysical,Dry mass movement,185
PHL,Philippines,2017,14-04-17,Tropical Depression Crising,Weather related,Storm,6813
PHL,Philippines,2017,11-12-17,"Malaysia, Philippines: Tropical Depression Urduja / Kai-Tak - 12/12/2017",Weather related,Storm,763921
PHL,Philippines,2017,11-09-17,"China, Malaysia, Philippines, Thailand, VietNam: Typhoon Doksuri - 11/9/2017",Weather related,Storm,40966
PHL,Philippines,2017,25-07-17,"China, Taiwan, Philippines: Typhoon Nesat (Gorio) / Tropical Depression Haitang / Southwest Monsoon - 25/7/2017",Weather related,Storm,1849
PHL,Philippines,2017,28-03-17,General Santos City Flash Flood,Weather related,Flood,5259
PHL,Philippines,2017,10-02-17,Philippines: Earthquake - Surigao City (CARAGA) - 10/2/2017,Geophysical,Earthquake,54735
PHL,Philippines,2017,05-10-17,"Philippines: Landslide - Davao City, Region XI - 6/10/2017",Geophysical,Dry mass movement,190
PHL,Philippines,2017,03-06-17,Sultan Kudarat Floods,Weather related,Flood,11370
PHL,Philippines,2017,24-09-17,Philippines: Earthquake - Lanao del Sur - 24/9/2017,Geophysical,Earthquake,237
PHL,Philippines,2017,23-08-17,Philippines: Earthquake - Leyte - 23/8/2017,Geophysical,Earthquake,5
PHL,Philippines,2017,15-01-17,Philippines: floods - Visayas; Mindanao - 15/01/2017,Weather related,Flood,518485
PHL,Philippines,2017,15-10-17,Japan; Philippines: Typhoon Lan (Paolo) - 15/10/2017,Weather related,Storm,130384
PHL,Philippines,2017,09-11-17,Philippines: Tropical Depression Haikui / Salome - 9/11/2017,Weather related,Storm,2252
PHL,Philippines,2017,05-11-17,"Philippines: Floods - Isabela, Cagayan - 5/11/2017",Weather related,Flood,34930
PHL,Philippines,2017,29-04-17,"Philippines: Earthquake - Glan, Sarangani - 29/4/2017",Geophysical,Earthquake,18
PHL,Philippines,2017,03-06-17,North Cotabato Floods,Weather related,Flood,23815
PHL,Philippines,2017,15-06-17,Negros Occidental Tornado,Weather related,Storm,240
PHL,Philippines,2017,15-10-17,"Philippines: Storm Surge -  Region IX, Sulu and Tawi-Tawi (ARMM) - 15/10/2017",Weather related,Storm,11032
PLW,Palau,2012,01-01-12,,Weather related,Storm,151
PLW,Palau,2013,11-07-13,Typhoon Haiyan,Weather related,Storm,1500
PNG,Papua New Guinea,2008,12-08-08,,Weather related,Flood,75000
PNG,Papua New Guinea,2009,01-01-09,,Weather related,Wet mass movement,1000
PNG,Papua New Guinea,2010,01-01-10,,Weather related,Flood,
PNG,Papua New Guinea,2011,01-01-11,Tropical Cyclone 'Yasi',Weather related,Storm,
PNG,Papua New Guinea,2011,01-01-11,,Geophysical,Earthquake,
PNG,Papua New Guinea,2011,01-01-11,,Geophysical,Earthquake,
PNG,Papua New Guinea,2012,01-01-12,,Weather related,Flood,
PNG,Papua New Guinea,2012,01-01-12,,Weather related,Wet mass movement,11000
PNG,Papua New Guinea,2012,01-01-12,,Weather related,Flood,60000
PNG,Papua New Guinea,2012,01-01-12,,Weather related,Flood,
PNG,Papua New Guinea,2012,01-01-12,,Weather related,Flood,4000
PNG,Papua New Guinea,2012,01-01-12,,Weather related,Flood,
PNG,Papua New Guinea,2012,01-01-12,,Weather related,Flood,
PNG,Papua New Guinea,2013,01-12-13,Enga Landslide,Weather related,Wet mass movement,20
PNG,Papua New Guinea,2013,01-12-13,Western Highlands Flood,Weather related,Flood,26
PNG,Papua New Guinea,2014,01-03-14,Angabanga River overflowing,Weather related,Flood,300
PNG,Papua New Guinea,2014,15-04-14,Bougainville earthquake,Geophysical,Earthquake,260
PNG,Papua New Guinea,2014,11-04-14,Cyclone Ita,Weather related,Storm,7610
PNG,Papua New Guinea,2014,10-07-14,Gulf Province flood,Weather related,Flood,11369
PNG,Papua New Guinea,2014,29-08-14,Mt. Tavurvur eruption,Geophysical,Volcanic eruption,225
PNG,Papua New Guinea,2014,09-08-14,Mt Bagana eruption,Geophysical,Volcanic eruption,1380
PNG,Papua New Guinea,2016,14-10-16,October Floods,Weather related,Flood,510
PNG,Papua New Guinea,2016,01-02-16,February Floods,Weather related,Flood,1020
PNG,Papua New Guinea,2016,03-01-16,Jiwaka province floods,Weather related,Flood,100
PNG,Papua New Guinea,2017,16-04-17,Papua New Guinea : Manam Volcanic activity -16/04/2017,Geophysical,Volcanic eruption,887
PNG,Papua New Guinea,2017,05-01-17,Papua New Guinea : Eastern Highlands Floods - 05/01/2017,Weather related,Flood,500
POL,Poland,2009,01-01-09,,Weather related,Flood,
POL,Poland,2009,01-01-09,,Weather related,Storm,
POL,Poland,2010,01-01-10,,Weather related,Flood,30000
POL,Poland,2010,01-01-10,,Weather related,Flood,
POL,Poland,2010,01-01-10,,Weather related,Extreme temperature,
PRI,Puerto Rico,2017,27-08-17,15 countries - Hurricane Irma - 27/08/2017,Weather related,Storm,186
PRI,Puerto Rico,2017,16-09-17,4 countries - Hurricane Maria - 16/09/2017,Weather related,Storm,86220
PRK,"Korea, Dem. Rep.",2010,01-01-10,Typhoon Kompasu,Weather related,Storm,
PRK,"Korea, Dem. Rep.",2010,01-01-10,,Weather related,Flood,
PRK,"Korea, Dem. Rep.",2010,01-01-10,,Weather related,Flood,27500
PRK,"Korea, Dem. Rep.",2011,01-01-11,Typhoon 'Kabayan' (Muifa),Weather related,Storm,25000
PRK,"Korea, Dem. Rep.",2012,01-01-12,,Weather related,Flood,212000
PRK,"Korea, Dem. Rep.",2012,01-01-12,,Weather related,Storm,20000
PRK,"Korea, Dem. Rep.",2013,21-06-13,,Weather related,Flood,59000
PRK,"Korea, Dem. Rep.",2013,15-01-13,Katanga flood,Weather related,Flood,23000
PRK,"Korea, Dem. Rep.",2015,25-08-15,Typhoon Goni,Weather related,Storm,2996
PRK,"Korea, Dem. Rep.",2015,01-08-15,Floods in South Hwanghae and South and North Hamgyong Provinces,Weather related,Flood,2972
PRK,"Korea, Dem. Rep.",2016,29-08-16,North Hamgyong floods / Typhoon Lionrock,Weather related,Flood,107000
PRT,Portugal,2008,18-02-08,,Weather related,Flood,38
PRT,Portugal,2010,01-01-10,Xynthia,Weather related,Storm,
PRT,Portugal,2010,01-01-10,,Weather related,Flood,
PRT,Portugal,2015,04-09-15,Azores islands riverine flood,Weather related,Flood,10
PRT,Portugal,2016,11-02-16,"Minho, Lima, Cvado, Ave, Vouga, Douro and Mondego River Floods",Weather related,Flood,12
PRT,Portugal,2016,11-01-16,"Douro, Mondego and Tiega River Floods",Weather related,Flood,10
PRT,Portugal,2016,09-09-16,Algarve forest fires,Weather related,Wildfire,30
PRT,Portugal,2016,08-08-16,Northern Portugal forest fires (August),Weather related,Wildfire,1000
PRT,Portugal,2017,16-10-17,Portugal: Wildfire - Braga; Lama?es - 16/10/2017,Weather related,Wildfire,6000
PRT,Portugal,2017,20-07-17,Portugal: Forest fire -Sert? (Castelo Branco) - 20/07/2017,Weather related,Wildfire,158
PRT,Portugal,2017,16-08-17,Portugal: Forest fire - Santarem - 16/08/2017,Weather related,Wildfire,133
PRT,Portugal,2017,17-06-17,Portugal: Forest fires - Leiria; Coimbra; Castelo Branco - 17/06/2017,Weather related,Wildfire,500
PRY,Paraguay,2008,08-07-08,,Weather related,Storm,60
PRY,Paraguay,2009,01-01-09,,Weather related,Storm,
PRY,Paraguay,2009,01-01-09,,Weather related,Flood,
PRY,Paraguay,2010,01-01-10,,Weather related,Extreme temperature,
PRY,Paraguay,2012,01-01-12,,Weather related,Flood,
PRY,Paraguay,2013,24-06-13,Parana river floods,Weather related,Flood,28000
PRY,Paraguay,2014,01-06-14,Parana river flood,Weather related,Flood,83565
PRY,Paraguay,2015,14-07-15,Floods in Asuncion,Weather related,Flood,36000
PRY,Paraguay,2015,01-04-15,Concepcion storm,Weather related,Storm,5400
PRY,Paraguay,2015,15-12-15,Flooding in the Southern Cone,Weather related,Flood,130000
PRY,Paraguay,2016,17-08-16,"Itapg, Caaguazì and Caazap Hailstorm",Weather related,Storm,2250
PRY,Paraguay,2016,26-11-16,Central Paraguay Rain,Weather related,Flood,1350
PRY,Paraguay,2017,09-04-17,Paraguay: Storm - Misiones - 09/04/2017,Weather related,Storm,162
PRY,Paraguay,2017,26-08-17,Paraguay: Storm- Boquerî; Alto Paraguay; Presidente Hayes- 26/08/2017,Weather related,Storm,599
PRY,Paraguay,2017,10-04-17,Paraguay and Paran Rivers Floods,Weather related,Flood,4488
PSE,West Bank and Gaza,2010,01-01-10,,Weather related,Flood,500
PSE,West Bank and Gaza,2012,01-01-12,,Weather related,Flood,1200
PSE,West Bank and Gaza,2013,10-12-13,West Bank and Gaza cold wave,Weather related,Extreme temperature,10000
PSE,West Bank and Gaza,2013,01-01-13,West Bank flood,Weather related,Flood,650
PSE,West Bank and Gaza,2014,27-11-14,Gaza and Sheikh Radwan floods,Weather related,Flood,200
PSE,West Bank and Gaza,2015,06-01-15,Winter storm Huda,Weather related,Storm,10000
PSE,West Bank and Gaza,2016,20-01-16,Floods in Gaza,Weather related,Flood,510
PSE,Palestine,2017,16-07-17,Palestine: wildfire - West Bank - 16/07/2017,Weather related,Wildfire,77
PYF,French Polynesia,2010,01-01-10,Cyclone 'Oli',Weather related,Storm,3500
PYF,French Polynesia,2017,22-01-17,Tahiti and Moorea Floods,Weather related,Flood,1140
ROU,Romania,2008,01-08-08,,Weather related,Flood,10520
ROU,Romania,2009,01-01-09,,Weather related,Flood,
ROU,Romania,2009,01-01-09,,Weather related,Extreme temperature,
ROU,Romania,2010,01-01-10,,Weather related,Extreme temperature,
ROU,Romania,2010,01-01-10,,Weather related,Flood,
ROU,Romania,2014,28-07-14,Romania summer flood,Weather related,Flood,2000
ROU,Romania,2014,01-04-14,Southern Romania flood,Weather related,Flood,235
ROU,Romania,2015,01-05-15,Floods in the North-western regions,Weather related,Flood,157
ROU,Romania,2016,25-05-16,June Flood in central and eastern Romania,Weather related,Flood,280
ROU,Romania,2016,11-10-16,Floods in South Eastern Europe,Weather related,Flood,1200
RUS,Russian Federation,2010,01-01-10,,Weather related,Flood,5000
RUS,Russian Federation,2010,01-01-10,,Weather related,Extreme temperature,
RUS,Russian Federation,2010,01-01-10,,Weather related,Extreme temperature,
RUS,Russian Federation,2010,01-01-10,,Weather related,Flood,4250
RUS,Russian Federation,2010,01-01-10,,Weather related,Extreme temperature,
RUS,Russian Federation,2010,01-01-10,,Weather related,Wildfire,12500
RUS,Russian Federation,2010,01-01-10,,Weather related,Wildfire,1200
RUS,Russian Federation,2011,01-01-11,,Weather related,Flood,1000
RUS,Russian Federation,2011,01-01-11,,Weather related,Flood,2500
RUS,Russian Federation,2011,01-01-11,,Weather related,Storm,
RUS,Russian Federation,2012,01-01-12,,Weather related,Flood,1500
RUS,Russian Federation,2012,01-01-12,,Weather related,Flood,25992
RUS,Russian Federation,2012,01-01-12,,Weather related,Flood,2831
RUS,Russian Federation,2012,01-01-12,,Weather related,Flood,266
RUS,Russian Federation,2012,01-01-12,,Weather related,Flood,60
RUS,Russian Federation,2012,01-01-12,,Weather related,Wildfire,1226
RUS,Russian Federation,2013,01-04-13,Central and Volga districts flood,Weather related,Flood,215
RUS,Russian Federation,2013,06-05-13,Sahka Republic Floods,Weather related,Flood,190
RUS,Russian Federation,2013,10-08-13,Russia August Amur River Flooding,Weather related,Flood,28793
RUS,Russian Federation,2014,01-03-14,Amur Oblast flood,Weather related,Flood,312
RUS,Russian Federation,2014,29-05-14,Siberia flood,Weather related,Flood,22545
RUS,Russian Federation,2015,12-04-15,Siberia fires,Weather related,Wildfire,6600
RUS,Russian Federation,2016,16-08-16,Typhoon Lionrock,Weather related,Storm,1400
RUS,Russian Federation,2016,10-05-16,Amur Region Fire,Weather related,Wildfire,27
RUS,Russian Federation,2016,14-08-16,Moscow Floods,Weather related,Flood,200
RUS,Russian Federation,2016,30-06-16,Rostov-on-Don Floods,Weather related,Flood,3
RUS,Russian Federation,2016,04-06-16,Northern Caucasus floods,Weather related,Flood,1
RUS,Russian Federation,2016,12-04-16,Central and northern Russia ice jam floods,Weather related,Flood,2000
RUS,Russia,2017,07-08-17,Russian Federation: floods - Primorskye; Khabarkovsk - 07/08/2017,Weather related,Flood,436
RUS,Russia,2017,28-04-17,Russian Federation: forest fires - Irkutsk; Buryatia; Krasnoyarsk - 28/04/2017,Weather related,Wildfire,1220
RUS,Russia,2017,10-05-17,Russian Federation: floods - Tyumen - 10/05/2017,Weather related,Flood,643
RUS,Russia,2017,24-05-17,Russian Federation: floods - Stavropol - 24/05/2017,Weather related,Flood,3600
RWA,Rwanda,2008,10-01-08,,Weather related,Flood,5000
RWA,Rwanda,2010,01-01-10,,Weather related,Wet mass movement,
RWA,Rwanda,2010,01-01-10,,Weather related,Wet mass movement,5920
RWA,Rwanda,2011,01-01-11,,Weather related,Flood,1860
RWA,Rwanda,2012,01-01-12,,Weather related,Flood,3225
RWA,Rwanda,2013,01-04-13,Nyabihu flood,Weather related,Flood,180
RWA,Rwanda,2013,01-04-13,,Weather related,Storm,115
RWA,Rwanda,2013,07-02-13,Kirehe district storm,Weather related,Storm,731
RWA,Rwanda,2015,03-04-15,Western province flash flood,Weather related,Flood,1789
RWA,Rwanda,2015,04-09-15,Thunderstorm in the Western and Northern provinces,Weather related,Storm,210
RWA,Rwanda,2016,07-05-16,"Northern, Western and Southern Landslides",Geophysical,Dry mass movement,9731
RWA,Rwanda,2017,05-10-17,Rwanda: Storm - Bugesera; Gicumbi; Huye; Kirehe; Ngoma; Nyabihu; Nyamasheke; Rubavu; Rusizi - 17/09/2017,Weather related,Storm,2624
RWA,Rwanda,2017,01-01-17,Rwanda: Storm - Nyarugenge; Kicukiro; Kamonyi; Rusizi; Muhanga - 01/01/2017,Weather related,Storm,200
RWA,Rwanda,2017,01-07-17,Rwanda: Storm - July 2017,Weather related,Storm,29
RWA,Rwanda,2017,01-04-17,Rwanda: Storm - Gatsibo - 01/04/2017,Weather related,Storm,675
RWA,Rwanda,2017,01-05-17,Rwanda: Storm - May 2017,Weather related,Storm,56
RWA,Rwanda,2017,18-10-17,Rwanda: Storm - Kamonyi; Kamiranzovu; Rwabashasha - October 2017,Weather related,Storm,90
RWA,Rwanda,2017,01-02-17,Rwanda: Storm - Rusizi - February 2017,Weather related,Storm,40
RWA,Rwanda,2017,01-03-17,Rwanda: Storm - March 2017,Weather related,Storm,69
RWA,Rwanda,2017,01-05-17,Rwanda: Flood - May 2017,Weather related,Flood,19
RWA,Rwanda,2017,01-05-17,Rwanda: Landslides - May 2017,Weather related,Wet mass movement,5
RWA,Rwanda,2017,01-08-17,Rwanda: Storm - Eastern districts - August 2017,Weather related,Storm,1181
SAU,Saudi Arabia,2009,01-01-09,,Weather related,Flood,10000
SAU,Saudi Arabia,2010,01-01-10,,Weather related,Flood,
SAU,Saudi Arabia,2010,01-01-10,,Weather related,Flood,
SAU,Saudi Arabia,2011,01-01-11,,Weather related,Flood,
SAU,Saudi Arabia,2012,01-01-12,,Weather related,Flood,
SAU,Saudi Arabia,2013,05-05-13,"Riyadh Region, Al-Taef province, Al-Baha province",Weather related,Flood,4700
SAU,Saudi Arabia,2016,03-08-16,Heavy rains in Jazan,Weather related,Flood,160
SAU,Saudi Arabia,2016,28-11-16,Floods in Saudi Arabia,Weather related,Flood,120
SAU,Saudi Arabia,2017,21-11-17,Saudi Arabia: Flood - 5 provinces - 21/11/2017,Weather related,Flood,55
SAU,Saudi Arabia,2017,14-02-17,Saudi Arabia: Flood - Asir; Jizan - 14/02/2017,Weather related,Flood,45
SDN,Sudan,2008,01-08-08,,Weather related,Flood,39000
SDN,Sudan,2008,24-11-08,,Weather related,Flood,7500
SDN,Sudan,2009,01-01-09,,Weather related,Flood,80000
SDN,Sudan,2010,01-01-10,,Weather related,Flood,10000
SDN,Sudan,2010,01-01-10,,Weather related,Flood,10000
SDN,Sudan,2011,01-08-11,Annual Floods,Weather related,Flood,18804
SDN,Sudan,2012,01-01-12,,Weather related,Flood,84000
SDN,Sudan,2013,01-08-13,Sudan Rainy Season Floods,Weather related,Flood,283646
SDN,Sudan,2014,10-08-14,Sudan rainy season flooding,Weather related,Flood,154000
SDN,Sudan,2014,25-07-14,Severe floods in Sudan (July),Weather related,Flood,33000
SDN,Sudan,2015,02-08-15,Floods in Darfur refugee camps,Weather related,Flood,3575
SDN,Sudan,2015,16-07-15,Kalma floods,Weather related,Flood,4736
SDN,Sudan,2016,01-06-16,Country-wide flash floods,Weather related,Flood,122738
SDN,Sudan,2017,14-12-17,Sudan: Flood - Merowe - 14/12/2017,Weather related,Flood,2750
SDN,Sudan,2017,01-06-17,Sudan: Floods - June 2017,Weather related,Flood,51330
SEN,Senegal,2009,01-01-09,,Weather related,Flood,264000
SEN,Senegal,2010,01-01-10,,Weather related,Flood,2140
SEN,Senegal,2010,01-01-10,,Weather related,Flood,5662
SEN,Senegal,2011,01-01-11,,Weather related,Flood,1640
SEN,Senegal,2012,01-01-12,,Weather related,Flood,20000
SEN,Senegal,2013,01-08-13,Sahel Flood,Weather related,Flood,13300
SEN,Senegal,2016,24-07-16,Kaffrine region floods,Weather related,Flood,12900
SEN,Senegal,2016,04-09-16,St. Louis storm,Weather related,Storm,11292
SEN,Senegal,2017,19-08-17,Senegal: Wet mass movement - Saint-Louis (19/08/2017),Weather related,Wet mass movement,628
SLB,Solomon Islands,2009,01-01-09,,Weather related,Flood,
SLB,Solomon Islands,2010,01-01-10,,Weather related,Flood,
SLB,Solomon Islands,2010,01-01-10,,Geophysical,Earthquake,2850
SLB,Solomon Islands,2010,01-01-10,Cyclone 'Ului',Weather related,Storm,5000
SLB,Solomon Islands,2011,01-01-11,Tropical Cyclone 'Yasi',Weather related,Storm,
SLB,Solomon Islands,2011,01-01-11,,Geophysical,Earthquake,
